0	1	2
-0.35984958852033666	-0.22223458840738988	0.8843109899594538
-0.35984958852033666	-0.22223458840738988	0.8843109899594538
-0.2638129492155389	-0.1775654529515749	0.8889818487190997
-0.2638129492155389	-0.1775654529515749	0.8889818487190997
-0.318285252891511	-0.14346463135274065	0.863578951224569
-0.4128991311299482	-0.17573553131419994	0.8921256795355709
-0.5034115858855619	-0.2843782355389729	0.8471373548020023
-0.468551311928316	-0.20710273884707364	0.8612015708909612
-0.5860582899324491	-0.10606068583060355	0.8851175394923779
-0.5400006327809607	-0.1875595915133518	0.8759017648882822
-0.638740807824941	-0.16771541567630896	0.8239675743228518
-0.5672361418212383	-0.1484280608749104	0.783072593918637
-0.49752231772974875	-0.14792514824936415	0.7939613780905704
-0.44589486255364513	-0.3470047522282539	0.6603593744164141
-0.3769372357330024	-0.3565521434966181	0.7048649285057955
-0.3579204255193788	-0.36305619523729454	0.6707664510731092
-0.3314117141268388	-0.38644450613919057	0.7456369000288965
-0.2727500591883249	-0.6177360095435303	1.1289632594763326
-0.3210844514371108	-0.6390473721509281	1.0902455914927796
-0.3695416864210994	-0.5494019748001997	0.9106644467225865
-0.26513010843396767	-0.5264647327526234	0.8011819712516154
-0.29904040901237017	-0.4678038553400977	0.763924572285445
-0.574644712575479	-0.015440004762058479	0.5148828123436842
-0.17751410649366842	-0.35541811936728307	0.42678035674016995
-1.073889199259955	-0.22692626422890466	0.6403376267138262
-0.9168210042114429	-0.3733937289269605	0.7454055246578338
-0.6019903443877512	-0.4840673678776867	0.9466423359170374
-0.40915685035252514	-0.45141186818778095	0.638677156885199
-0.19899606037234327	-0.5595345196154153	0.7620344846729195
-0.47138367885811483	-0.4865721046813561	0.5782086579572034
-0.4051879996390701	-0.5337424571088554	0.6391843920688032
-0.38686968362325264	-0.5734733680234548	0.6556120227791825
-0.35120819374095075	-0.6017187922325375	0.6826011935775281
-0.3604360693705292	-0.6043883426851864	0.6935353502727196
-0.3535922989275207	-0.62650121062448	0.6633689117731629
-0.3453951903452447	-0.646093647129866	0.5904613090667115
-0.42776049139230204	-0.8390829350082689	0.5138046752991708
-0.39793851833646693	-0.6334853391161902	0.6635847011782197
-0.3483848886628363	-0.7103560147630841	0.6483808141981388
-0.3483848886628363	-0.7103560147630841	0.6483808141981388
-0.5295719074280628	-0.5475870081917977	0.7988902427442989
-0.6673145957068142	-0.519615642992297	0.5769187832666096
-0.40400974173874166	-0.7912414536975949	0.5879294825823708
-0.510510799725783	-0.5493659949331497	0.4951859482843393
-0.3549664990577927	-0.4659872049758893	0.5572509743176046
-0.3549664990577927	-0.4659872049758893	0.5572509743176046
-0.3549664990577927	-0.4659872049758893	0.5572509743176046
-0.3549664990577927	-0.4659872049758893	0.5572509743176046
-0.2608015874827569	-0.49441161181297694	0.5521832294535802
-0.24667046509444424	-0.4930339454447309	0.571810315805554
-0.4102547359166536	-0.5173106923408843	0.6208765100433301
-0.3554931987336156	-0.588006257237155	0.641366523986372
-0.32234287714622895	-0.594899765499707	0.6651968522300891
-0.32234287714622895	-0.594899765499707	0.6651968522300891
-0.503182365919085	-0.6624153335102482	0.6898415225506757
-0.5234684928268889	-0.5623947196696601	0.7138163282138095
-0.5287536421562209	-0.5463517273386227	0.6849971001875863
-0.430680167683794	-0.5798015906381546	0.6380040482690569
-0.3844309653747753	-0.5380834059388899	0.6694778516151814
-0.36102528384350313	-0.5323173092524849	0.6693735748740581
-0.36258818463031917	-0.5307989972638795	0.6757463114214695
-0.36258818463031917	-0.5307989972638795	0.6757463114214695
-0.36258818463031917	-0.5307989972638795	0.6757463114214695
-0.36258818463031917	-0.5307989972638795	0.6757463114214695
-0.36258818463031917	-0.5307989972638795	0.6757463114214695
-0.4182136120961035	-0.5401615952442929	0.7404410087971363
-0.445220198953985	-0.5515255503069681	0.7734044478349869
-0.357336949718929	-0.4990822367975167	0.7296838340346457
-0.7061814004844029	-0.2807019973210314	0.6758762237875905
-0.6928881362047612	-0.17836210033093394	0.7824245285180365
-0.24133206133067547	-0.49130047659300863	1.3952021527391423
-0.7200568449972826	-0.440074082314977	0.9239189827205568
-0.7560841384607542	-0.20238143676577497	0.7460663874682336
-0.733297040780061	-0.23822178498402527	0.6922714581898479
-0.7090273804812788	-0.2352720731521141	0.6531777142131758
