0,1
6.2783014e-33,1.0
0.0,1.0
9.7408835e-17,1.0
0.0,1.0
0.0,1.0
4.1075876e-19,1.0
2.6756361e-17,1.0
1.6639829e-12,1.0
4.5563034e-08,1.0
0.0,1.0
0.99999654,3.4349662e-06
0.0,1.0
0.0,1.0
0.9999894,1.0599643e-05
0.0,1.0
5.845571e-11,1.0
0.0,1.0
2.2784793e-17,1.0
1.9136565e-18,1.0
0.0,1.0
0.0,1.0
0.99997175,2.8256434e-05
0.99998784,1.21164285e-05
1.0832378e-18,1.0
4.8726464e-15,1.0
0.9999745,2.5514999e-05
8.1492865e-16,1.0
0.0,1.0
1.4409993e-31,1.0
2.5351524e-19,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.9999895,1.054363e-05
0.0,1.0
0.0,1.0
1.1712178e-09,1.0
0.0,1.0
9.211868e-07,0.99999905
0.0,1.0
9.959668e-19,1.0
1.0316445e-16,1.0
0.0,1.0
0.01805001,0.98195
0.9999907,9.357806e-06
0.99999,9.957545e-06
5.954168e-16,1.0
0.0,1.0
