0,1,2
-84.66234789440794,148.88223073675118,190.65510278997257
-85.41615574157566,145.97850883457042,190.6419557620151
-86.30381800802186,147.2304321537439,193.21969580004014
-87.249837420672,145.42829522654574,189.11392549880338
-86.56010009533173,148.69921212038736,187.76286476900108
-85.87036276999149,151.970129014229,186.4118040391988
-92.26478344935018,154.9926667473609,189.72475586909064
-90.61759996011274,153.22321009233568,181.84086027752105
-92.2280348023231,157.75476655996277,186.06832944946092
-91.40729974551614,158.58066585146642,184.78603294442712
-93.10998369314576,155.58543464110375,183.3267669059839
-94.15682227465045,151.38839289296456,181.51321526661712
-91.18205292960982,150.92853083418856,188.5799878135939
-90.3952098320182,147.28170269407406,188.2944664374388
-88.07057247747896,144.60239593504207,190.39622200383715
-89.24840879045036,142.85037178924088,188.51390613970185
-86.78906030784124,147.03869728276808,187.32666791535152
-90.09360903424593,143.44313968298377,182.1159171765951
-89.11369766238047,149.71800404180004,185.22491234895318
-91.44119170473147,154.10793841984827,185.78280807330583
-93.33894390565526,153.92491980348444,182.89057005233434
-92.58227937067576,155.11801408664897,180.2440657895408
-96.12435837302525,154.9938245062941,182.57607206938786
-92.88102348063626,157.24594947872305,183.7629637596335
-95.11141175073588,154.71813882281515,185.38639883763338
-90.49517229208132,155.91007534704644,189.88857837454262
-92.1949995518992,151.2042165176675,185.76966104534836
-89.34551456270174,149.768116823197,187.4483667860546
-88.03668051826362,149.07512336666025,189.39944687495844
-90.03525188804198,146.49719992935536,188.7994275158569
-90.39235314420642,145.57107507505782,185.6348151466878
-89.15044630940756,146.95590422919815,188.88133876858288
-87.96975330862439,146.99730075598313,188.1040033419672
-89.50469087776023,144.31915175588438,183.05707510866276
-89.577331463023,149.81822960459397,189.67182122315606
-87.99707518342478,150.12659556024587,183.0833691645777
-94.12950039985007,148.2590980887018,186.5338494440066
-90.94737934147679,149.16779043377537,183.69688208574144
-86.16910687995198,154.09806440630305,189.93070200929148
-87.96975330862439,146.99730075598313,188.1040033419672
-89.44633373155628,147.37321200225597,189.74058544792456
-90.26421210055148,144.8366850917361,188.36323066220734
-93.28144346824273,145.95570257594267,190.2721871163623
-89.37940652191705,145.29538939157888,188.44514191493332
-88.5586714651101,146.12128868308253,187.16284540989955
-89.6385452970387,148.47479697723858,185.64796217464527
-89.70547250667794,150.5526195879157,186.94340570763651
-91.96032596376617,149.4434761172543,180.88655531749592
-92.75002574916957,154.80093187638505,183.831727984402
-93.10998369314576,155.58543464110375,183.3267669059839
-88.75002632180109,158.2461511319785,182.37211541185408
-91.63625995802563,156.92015101384715,184.34983609077756
-92.8169529588088,156.87875448706217,185.12717151739326
-90.26049870394831,154.14933494663325,185.00547264669015
-91.67015191724096,152.44742358222896,185.34661121965627
-88.35988981521274,152.62172594398083,185.23805937691066
-90.13235766029337,153.41494496331148,187.73388816220967
-91.6060813954135,152.08022859056814,186.71081897741604
-89.83361355033287,151.28700957123743,184.214990192117
-91.24612345143728,151.29572582584944,187.2157800558341
-89.24469539384717,152.16302164413804,185.15614812418465
-90.84941686043399,153.27332287373264,184.0643147146225
-91.73707912688019,154.52524619290608,186.6420547526475
-92.45413832702083,154.38362410332724,182.97248130506034
-93.47279832493373,158.08056502483868,185.48145711831685
-92.88102348063626,157.24594947872305,183.7629637596335
-93.76297237145894,155.07661755986402,181.0214012161565
-90.58370800089742,157.69593752395383,180.84408514864236
-91.92643400455084,153.91620354887246,179.8897801886172
-93.107127005334,153.8748070220875,180.66711561523292
-93.21080286200032,153.1905298201627,185.61898556785385
-97.043055910875,150.06239277483317,183.4909359455406
-98.62045550266146,148.04339920016503,187.4197367133679
-91.76811439828376,148.34189114227172,184.97917859077523
-91.70690056426805,149.68532376962708,189.003037639286
